title,title_lower,salary,company,company_lower,rating,job_location,job_location_clean
Computer Engineer (Entry Level),computer engineer (entry level),Estimated $61.7K - $78.1K a year,"SRC, Inc.","src, inc.",4,"Syracuse, NY","Syracuse, NY"
Software Engineer,software engineer,Estimated $92.4K - $117K a year,Interclypse Inc,interclypse inc,NaN,"San Antonio, TX
+5 locations","San Antonio, TX"
Cloud Engineer (Remote),cloud engineer (remote),NaN,GEICO,geico,3.3,"Remote in Chevy Chase, MD 20815
+4 locations",remote
Full-Stack Software Engineer,full-stack software engineer,NaN,Parabola,parabola,NaN,"San Francisco, CA
+1 location","San Francisco, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer I,software engineer i,NaN,Imprivata,imprivata,4,"Waltham, MA 02451
+2 locations","Waltham, MA"
Associate Software Engineer,associate software engineer,Estimated $62.2K - $78.8K a year,Streamline Healthcare Solutions,streamline healthcare solutions,3.2,"+1 location
Remote",remote
Programmer Analyst Trainee / Programmer Analyst,programmer analyst trainee / programmer analyst,NaN,City of Tempe Arizona,city of tempe arizona,2,"City of Tempe, AZ","City of Tempe, AZ"
Software Engineer III,software engineer iii,Estimated $101K - $127K a year,Leggett & Platt,leggett & platt,3.5,"+1 location
Remote",remote
Web Development Opportunities,web development opportunities,Estimated $76.8K - $97.3K a year,SuretyBonds.com,suretybonds.com,3.7,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineers,software engineers,Estimated $84.9K - $108K a year,Nova Tech Solutions,nova tech solutions,NaN,"Niceville, FL 32578","Niceville, FL"
Frontend Engineer,frontend engineer,Estimated $93.8K - $119K a year,Loft Orbital Solutions,loft orbital solutions,NaN,"Toulouse, KY","Toulouse, KY"
Software Engineer,software engineer,NaN,Agree Technologies and Solutions,agree technologies and solutions,NaN,"Boise, ID","Boise, ID"
Software Engineer,software engineer,NaN,The University of Pittsburgh,the university of pittsburgh,4.1,"Pittsburgh, PA
+1 location","Pittsburgh, PA"
"Software Engineer, Full Stack","software engineer, full stack",NaN,Candid Health,candid health,NaN,"New York, NY
+3 locations","New York, NY"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer,senior software engineer,NaN,Vouch Insurance,vouch insurance,NaN,Remote,remote
Junior Software Developer,junior software developer,Estimated $56.6K - $71.7K a year,Blue Marble Geographics,blue marble geographics,NaN,"Hallowell, ME 04347","Hallowell, ME"
Software Engineer,software engineer,NaN,City of Duncanville,city of duncanville,2.4,"Duncanville, TX 75116","Duncanville, TX"
Software Engineer (Remote),software engineer (remote),NaN,The Hartford,the hartford,3.6,"Remote in Hartford, CT
+9 locations",remote
Software Engineer II,software engineer ii,Estimated $82.7K - $105K a year,RELX,relx,4.3,"Hybrid remote in Saint Cloud, MN
+10 locations","Hybrid remote in Saint Cloud, MN
+10 locations"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Backend Software Engineer, Global E-commerce","backend software engineer, global e-commerce",NaN,TikTok,tiktok,3.5,"Seattle, WA
+12 locations","Seattle, WA"
Field Software Engineer,field software engineer,Estimated $63.8K - $80.8K a year,Revvity,revvity,5,"Salem, OR
+3 locations","Salem, OR"
Software Engineer,software engineer,Estimated $93.3K - $118K a year,Micromeritics Instrument Corporation,micromeritics instrument corporation,3.5,"Norcross, GA 30093","Norcross, GA"
Senior Software Engineer - Backend,senior software engineer - backend,NaN,Scratchpad,scratchpad,NaN,Remote,remote
"Software Engineer, Blockchain Protocol","software engineer, blockchain protocol",Estimated $121K - $153K a year,Pagoda,pagoda,3.6,"Remote in San Francisco, CA",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Engineer,engineer,Estimated $74.4K - $94.2K a year,Polaris Windows & Doors,polaris windows & doors,2.5,"Youngstown, OH 44512","Youngstown, OH"
Software Developer,software developer,NaN,Team Best Global,team best global,NaN,"Loves Park, IL","Loves Park, IL"
"REPORTING, DATABASE AND SOFTWARE DEVELOPER","reporting, database and software developer",NaN,University of Washington,university of washington,4.1,"Seattle, WA 98195 
(University District area)","Seattle, WA"
Full Stack Software Engineer,full stack software engineer,NaN,"Paladin, PBC","paladin, pbc",NaN,Remote,remote
Software Engineering Development Program U.S.,software engineering development program u.s.,Estimated $99.4K - $126K a year,Constant Contact,constant contact,3.7,"Hybrid remote in Waltham, MA 02451","Hybrid remote in Waltham, MA 02451"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Entry Level Web developer,entry level web developer,Estimated $58.9K - $74.6K a year,WTJ Corporation,wtj corporation,NaN,"Falls Church, VA 22042","Falls Church, VA"
Software Engineer - Autonomous Robotics,software engineer - autonomous robotics,Estimated $91.2K - $115K a year,Altitude AI,altitude ai,NaN,"Salt Lake City, UT 84111 
(Central City area)","Salt Lake City, UT"
Sr Software Engineer (DevOps),sr software engineer (devops),NaN,Nintendo,nintendo,4,"Hybrid remote in Redmond, WA","Hybrid remote in Redmond, WA"
SwiftUI Frameworks Engineer,swiftui frameworks engineer,NaN,Apple,apple,4.1,"Cupertino, CA
+9 locations","Cupertino, CA"
Full Stack Engineer,full stack engineer,NaN,Costco Wholesale,costco wholesale,4.1,"Seattle, WA 98134 
(Industrial District area)
+26 locations","Seattle, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Full Stack Software Engineer,junior full stack software engineer,Estimated $87K - $110K a year,Xage Security,xage security,NaN,"Lincoln, NE","Lincoln, NE"
Software Engineer,software engineer,NaN,LifeScience Logistics,lifescience logistics,3.3,"Hybrid remote in Dallas, TX 75019
+1 location","Hybrid remote in Dallas, TX 75019
+1 location"
Software Engineer (Full-Stack),software engineer (full-stack),Estimated $132K - $168K a year,Finrise,finrise,NaN,"Burlingame, CA","Burlingame, CA"
Software Engineer,software engineer,NaN,CBTS,cbts,NaN,"Mason, OH","Mason, OH"
Software Engineer II - Fullstack,software engineer ii - fullstack,NaN,MainStreet,mainstreet,NaN,"Remote in San Francisco, CA
+1 location",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
C# Developer (Level III),c# developer (level iii),NaN,Cobalt,cobalt,NaN,"Hybrid remote in Arlington, VA 22202","Hybrid remote in Arlington, VA 22202"
"DevOps Engineer
new","devops engineer
new",NaN,Gridiron IT,gridiron it,4.2,"Hybrid remote in Aurora, CO 80011
+5 locations","Hybrid remote in Aurora, CO 80011
+5 locations"
Algorithm Software Developer,algorithm software developer,NaN,"Sunfish, Inc.","sunfish, inc.",NaN,"Hybrid remote in Del Valle, TX 78617","Hybrid remote in Del Valle, TX 78617"
Engineer I - Software Development,engineer i - software development,Estimated $62.4K - $79K a year,Accelya,accelya,3.6,"Miami, FL
+1 location","Miami, FL"
Software Engineer II (Remote),software engineer ii (remote),NaN,First American Financial Corporation,first american financial corporation,3.8,"Remote in Santa Ana, CA
+6 locations",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $106K - $135K a year,PlatformQ Health,platformq health,NaN,"Remote in Needham, MA 02494
+1 location",remote
Frontend Full Stack Engineer,frontend full stack engineer,NaN,Tellus solutions,tellus solutions,4.1,"Sunnyvale, CA
+1 location","Sunnyvale, CA"
Software Engineer: Backend,software engineer: backend,Estimated $98.4K - $125K a year,Swiftlane,swiftlane,NaN,"+2 locations
Remote",remote
Software Engineer -- Retail Software,software engineer -- retail software,Estimated $75.3K - $95.3K a year,O'Reilly Auto Parts,o'reilly auto parts,3.3,"Remote in Springfield, MO
+2 locations",remote
Early Career Software Engineer,early career software engineer,NaN,Framatome,framatome,3.8,"Richland, WA","Richland, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Front End Engineer,front end engineer,Estimated $132K - $168K a year,Docker,docker,4.3,"San Francisco, CA 
(Financial District/South Beach area)","San Francisco, CA"
Software Developer,software developer,Estimated $71.4K - $90.4K a year,Snap-on Inc,snap-on inc,3.6,"Libertyville, IL 60048","Libertyville, IL"
Full Stack Developer - contract to hire,full stack developer - contract to hire,NaN,Link Munch,link munch,NaN,Remote,remote
Entry Level Software Engineer,entry level software engineer,NaN,CACI,caci,3.8,"Fort Meade, MD 20755
+1 location","Fort Meade, MD"
Software Engineering Manager,software engineering manager,NaN,Adobe,adobe,4.3,"Remote in Lehi, UT 84043",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer,senior software engineer,NaN,Confidential,confidential,NaN,"Hybrid remote in Orem, UT 84604
+4 locations","Hybrid remote in Orem, UT 84604
+4 locations"
"MQ-25 VMS Real-Time Embedded Software Engineer
new","mq-25 vms real-time embedded software engineer
new",Estimated $94.2K - $119K a year,BOEING,boeing,3.9,"Hybrid remote in Hazelwood, MO 63042
+37 locations","Hybrid remote in Hazelwood, MO 63042
+37 locations"
"Full Stack Engineer
new","full stack engineer
new",Estimated $118K - $149K a year,Fidelity TalentSource,fidelity talentsource,3.7,"Durham, NC 27709
+6 locations","Durham, NC"
"Software Engineer, Front End","software engineer, front end",NaN,Meta,meta,4.1,"+10 locations
Remote",remote
Software Engineer 2,software engineer 2,NaN,Humana,humana,3.6,"Louisville, KY 40202
+126 locations","Louisville, KY"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Principal Software Engineer,principal software engineer,NaN,Texas A&M University,texas a&m university,4.3,"College Station, TX 77845","College Station, TX"
Software Engineer II,software engineer ii,Estimated $71.1K - $90K a year,H-E-B,h-e-b,4.2,"Dallas, TX 75220 
(Northwest Dallas area)
+15 locations","Dallas, TX"
Software Engineer,software engineer,NaN,Karagozian & Case,karagozian & case,NaN,"Glendale, CA 91203 
(Glendale area)","Glendale, CA"
Software Engineer - Back-End,software engineer - back-end,NaN,Lowe's,lowe's,3.5,"Charlotte, NC 28203 
(Wilmore area)","Charlotte, NC"
Junior Software Engineer,junior software engineer,Estimated $79K - $100K a year,"Applied Research Associates, Inc","applied research associates, inc",4.1,"Hybrid remote in Orlando, FL 32801
+8 locations","Hybrid remote in Orlando, FL 32801
+8 locations"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Training and Placement for Python Developer on W2,training and placement for python developer on w2,NaN,excelon solutuion,excelon solutuion,NaN,"+3 locations
Remote",remote
Software Development Engineer,software development engineer,Estimated $68.1K - $86.2K a year,University of Miami,university of miami,4,"Miami, FL","Miami, FL"
"Senior Software Engineer, Backend OpenSea Pro","senior software engineer, backend opensea pro",Estimated $133K - $168K a year,OpenSea,opensea,NaN,"+4 locations
Remote",remote
Software Development Engineer - PON (Remote - US),software development engineer - pon (remote - us),NaN,Harmonic Inc.,harmonic inc.,3.4,"Remote in Philadelphia, PA 19019
+2 locations",remote
Bioinformatics Software Engineer,bioinformatics software engineer,NaN,Dana-Farber Cancer Institute,dana-farber cancer institute,4.1,"Remote in Boston, MA 02215
+1 location",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Developer,senior software developer,NaN,TherapyNotes.com,therapynotes.com,3.9,Remote,remote
"Junior Android Software Engineer-Phoenix Based Hybrid
new","junior android software engineer-phoenix based hybrid
new",Estimated $71.4K - $90.4K a year,"PrePass, LLC","prepass, llc",NaN,"Hybrid remote in Phoenix, AZ 85004","Hybrid remote in Phoenix, AZ 85004"
"Website Software Developer, Secret Clearance","website software developer, secret clearance",NaN,Northrop Grumman,northrop grumman,4,"Kirtland AFB, NM
+1 location","Kirtland AFB, NM"
"Principal Network/Software Engineer Remote
new","principal network/software engineer remote
new",NaN,Lumen,lumen,3.5,Remote,remote
Jr. Software Developer (2nd shift),jr. software developer (2nd shift),NaN,Cardinal Health,cardinal health,3.4,"Hybrid remote in Guaynabo, PR 00965","Hybrid remote in Guaynabo, PR 00965"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
SAP ABAP and API Developer,sap abap and api developer,NaN,Kelly,kelly,3.8,"Moline, IL 61265","Moline, IL"
Anti-Trafficking Software Development Volunteer,anti-trafficking software development volunteer,Estimated $58K - $73.4K a year,Love Justice International,love justice international,NaN,Remote,remote
Web Developer,web developer,Estimated $47.1K - $59.7K a year,3plains,3plains,NaN,Remote,remote
"Software Engineer, Data Streaming Platform","software engineer, data streaming platform",Estimated $113K - $143K a year,Block,block,3.3,"Atlanta, GA
+6 locations","Atlanta, GA"
Associate Software Engineer,associate software engineer,Estimated $67.2K - $85.1K a year,Sterling Systems & Controls,sterling systems & controls,NaN,"Sterling, IL","Sterling, IL"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Backend Engineer,backend engineer,NaN,Blockchain Talents,blockchain talents,NaN,"+2 locations
Remote",remote
RF Software Engineer,rf software engineer,NaN,Apple,apple,4.1,"Cupertino, CA
+5 locations","Cupertino, CA"
Frontend Engineer,frontend engineer,Estimated $94.8K - $120K a year,Fetch,fetch,3.3,"Madison, WI 53703 
(Capitol area)
+2 locations","Madison, WI"
"Fullstack Software Engineer, Global Payments","fullstack software engineer, global payments",NaN,ByteDance,bytedance,4.2,"Mountain View, CA
+2 locations","Mountain View, CA"
Full Stack Software Engineer - Evernorth Health Services - Remote,full stack software engineer - evernorth health services - remote,NaN,The Cigna Group,the cigna group,3.6,"Remote in Hartford, CT 06152
+4 locations",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Developer
new","software developer
new",NaN,Liberty Personnel Services,liberty personnel services,4.5,"King of Prussia, PA
+6 locations","King of Prussia, PA"
"Software Engineer, Fraud Technology","software engineer, fraud technology",NaN,WELLS FARGO BANK,wells fargo bank,3.7,"Fremont, CA
+64 locations","Fremont, CA"
Software Developer,software developer,Estimated $95.7K - $121K a year,I3GlobalTech,i3globaltech,NaN,"Ballwin, MO 63011","Ballwin, MO"
Software Development Engineer,software development engineer,Estimated $115K - $145K a year,Revvity,revvity,5,"+1 location
Remote",remote
React Engineer,react engineer,NaN,South Fulton Music,south fulton music,NaN,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,NaN,Mudrasys,mudrasys,NaN,"Pleasanton, CA 94588","Pleasanton, CA"
REMOTE Software Engineer - Python/Cloud Mid-Level,remote software engineer - python/cloud mid-level,NaN,State Farm,state farm,3.7,"Hybrid remote in Bloomington, IL 61701
+4 locations","Hybrid remote in Bloomington, IL 61701
+4 locations"
Front-End Engineer - Rally Software,front-end engineer - rally software,NaN,Broadcom,broadcom,3.8,"Remote in Broomfield, CO
+1 location",remote
Full Stack Javascript Developer,full stack javascript developer,NaN,Intone Networks,intone networks,4.2,"+37 locations
Remote",remote
Software Engineer - Payroll,software engineer - payroll,Estimated $101K - $127K a year,PAYLOCITY CORPORATION,paylocity corporation,3.4,"+2 locations
Remote",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
ENGINEER SOFTWARE 1,engineer software 1,NaN,HII,hii,3.7,"Newport News, VA
+19 locations","Newport News, VA"
Sr. Front End Engineer,sr. front end engineer,NaN,Avantage Entertainment,avantage entertainment,3.8,"+1 location
Remote",remote
DASH IT Software Developer I,dash it software developer i,NaN,University of Tennessee,university of tennessee,4.1,"Knoxville, TN","Knoxville, TN"
Software Engineer,software engineer,NaN,Community Tech Alliance,community tech alliance,NaN,Remote,remote
Software Engineer,software engineer,Estimated $67.1K - $84.9K a year,PITCO FRIALATOR INC,pitco frialator inc,2.7,"Bow, NH 03304","Bow, NH"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $78.9K - $99.9K a year,Ultimate Systems Inc,ultimate systems inc,NaN,"Rex, GA","Rex, GA"
Software Engineer,software engineer,Estimated $94.5K - $120K a year,Vertical Focus,vertical focus,NaN,"Woburn, MA
+1 location","Woburn, MA"
Full Stack Software Engineer,full stack software engineer,NaN,Rutter,rutter,3,"Remote in New York, NY 10165",remote
Python Developer,python developer,NaN,Locks Global Staffing LLC,locks global staffing llc,NaN,"Remote in Denver, CO 80239
+3 locations",remote
"Software Development Engineer, Prime Video Sports Partner Integration","software development engineer, prime video sports partner integration",Estimated $108K - $136K a year,Amazon.com Services LLC,amazon.com services llc,3.5,Remote,remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Developer,junior developer,Estimated $48.5K - $61.3K a year,Silverback Strategies,silverback strategies,3,Remote,remote
